year,generation
2013,11.19
2014,15.05
2015,15.08
2016,14.65
2013,17396.84
2014,16761.09
2015,16507.75
2016,16552.98
2013,27.71
2014,36.13
2015,31.86
2016,35.92
2013,1.66
2014,3.12
2015,3
2016,3
2013,992.64
2014,1055.3
2015,854.29
2016,909.14
2013,88.4
2014,108.86
2015,102.73
2016,109.35
2013,52.92
2014,67.67
2015,56.87
2016,67.94
2013,25.34
2014,33.34
2015,35.86
2016,32.64
2015,102.71
2016,93.54
2013,106.19
2014,135.39
2015,137.33
2016,128.45
2013,100.18
2014,85.63
2015,100.82
2016,110.46
2013,74.19
2014,72.24
2015,82.88
2016,83.21
2013,192.85
2014,183.75
2015,178.5
2016,165.22
2013,1.59
2014,3.44
2015,3.13
2016,3.15
2013,26.27
2014,42.38
2015,40.84
2016,40.95
2013,21.55
2014,24.2
2015,23.35
2016,22.8
2013,40.4
2014,47.74
2015,42.66
2016,45.49
2013,52.94
2014,62.6
2015,55.91
2016,59.63
2013,52.34
2014,61.89
2015,55.28
2016,58.96
2013,3.13
2014,3.64
2015,3.72
2016,3.73
2013,43.63
2014,49.53
2015,46.78
2016,52.77
2013,2.01
2014,4.05
2015,3.88
2016,3.89
2013,3.76
2014,4.79
2015,4.58
2016,4.68
2013,24.54
2014,40.15
2015,38.66
2016,38.76
2013,4.6
2014,6.17
2015,5.97
2016,6.1
2015,123.08
2016,110.31
2013,99.02
2014,129.69
2015,132.37
2016,133.39
2013,1.99
2014,3.64
2015,3.5
2016,3.51
2013,3.43
2014,4.62
2015,4.04
2016,4.42
2013,101.9
2014,128.56
2015,124.48
2016,123.6
2013,5.61
2014,9.8
2015,9.48
2016,9.5
2013,5.82
2014,10.16
2015,9.83
2016,9.85
2013,8.11
2014,13.67
2015,13.11
2016,13.15
2013,42.63
2014,50.49
2015,47.37
2016,45.6
2013,963.95
2014,922.13
2015,901.75
2016,898.45
2013,2782.11
2014,2763.63
2015,2724.69
2016,2499.72
2013,1.66
2014,3.12
2015,3
2016,3
2013,12.62
2014,15.04
2015,15.26
2016,15.79
2013,7.51
2014,9.4
2015,9.13
2016,9.49
2013,32.37
2014,53.15
2015,51.17
2016,51.31
2013,4.79
2014,8.42
2015,8.14
2016,8.16
2013,9.11
2014,11.45
2015,11.04
2016,10.9
2013,2.04
2014,3.92
2015,3.77
2016,3.78
2013,3.86
2014,4.62
2015,4.47
2016,4.3
2013,87.87
2014,121.36
2015,105.91
2016,101.68
2013,246.05
2014,353.93
2015,299.69
2016,303.54
2015,101.25
2016,117.56
2015,101.25
2016,117.56
2015,101.25
2016,117.56
2016,95.21
2016,90.24
2016,31.87
2013,1.8
2014,4.08
2015,3.69
2016,3.73
2013,10.36
2014,13.26
2015,13.39
2016,11.7
2013,25.66
2014,39.33
2015,36.98
2016,34.51
2015,123.08
2016,112.14
2013,22.78
2014,26.29
2015,28.44
2016,28.32
2013,50.07
2014,72.11
2015,60.99
2016,71.85
2013,160.68
2014,182.2
2015,185.02
2016,185.57
2013,6.81
2014,11.74
2015,11.26
2016,11.29
2013,5.39
2014,4.76
2015,4.68
2016,3.55
2013,20.55
2014,16.73
2015,18.47
2016,21.96
2013,1.74
2014,3.2
2015,3.08
2016,3.09
2015,126.81
2016,115.48
2013,3554.9
2014,3359.17
2015,3396.85
2016,3321.19
2013,15.02
2014,11.48
2015,14.46
2016,10.35
2013,1985.39
2014,1900.75
2015,1852.32
2016,1871.6
2013,108.05
2014,167.65
2015,161.97
2016,162.41
2013,63.25
2014,78.35
2015,75.93
2016,71.79
2015,32.1
2016,38.08
2013,100.69
2014,137.18
2015,113.56
2016,113.75
2013,222.07
2014,212.3
2015,205.7
2016,190.57
2013,370.9
2014,352.64
2015,381.65
2016,364.29
2013,325.21
2014,307.14
2015,331.11
2016,331.39
2013,64.36
2014,76.17
2015,87.15
2016,86.8
2013,7.31
2014,12.35
2015,11.85
2016,11.88
2013,2617.21
2014,2559.91
2015,2337.57
2016,2978.1
2013,58.45
2014,78.14
2015,70.08
2016,75.67
2013,8.36
2014,14.13
2015,13.55
2016,13.59
2016,37.99
2013,8.23
2014,13.91
2015,13.34
2016,13.38
2013,46.57
2014,61.51
2015,54.56
2016,59.38
2013,15.02
2014,11.48
2015,14.46
2016,10.35
2016,117.04
2015,126.81
2016,115.48
2013,21.67
2014,36.77
2015,37.64
2016,37.66
2013,11.31
2014,15.48
2015,14.47
2016,14.76
2013,39.14
2014,54.34
2015,50.35
2016,51.74
2013,10.43
2014,7.55
2015,9.09
2016,9.93
2013,36.58
2014,43.71
2015,42.53
2016,38.85
2013,3.55
2014,4.16
2015,3.61
2016,3.98
2013,6.02
2014,8.92
2015,8.42
2016,8.55
2013,4.84
2014,7.17
2015,6.77
2016,6.87
2013,428.49
2014,539.96
2015,525.05
2016,490.44
2013,12.66
2014,16.71
2015,16.91
2016,15.62
2013,14.09
2014,17.36
2015,17.48
2016,15.93
2013,4.77
2014,5.66
2015,5.56
2016,5.81
2013,72.94
2014,85.68
2015,85.89
2016,86.71
2013,25.31
2014,37.87
2015,38.38
2016,36.64
2013,82.81
2014,101.99
2015,96.25
2016,102.45
2013,237.33
2014,272.47
2015,263.99
2016,271.43
2013,21.01
2014,25.33
2015,24.44
2016,23.44
2013,7.21
2014,8.86
2015,9.13
2016,9.17
2013,5.18
2014,6.75
2015,6.73
2016,6.96
2015,3.21
2016,3.05
2013,102.59
2014,87.72
2015,86.4
2016,96.73
2013,99.89
2014,84.81
2015,85.13
2016,97.01
2013,99.89
2014,80.68
2015,85.13
2016,97.01
2015,31.11
2016,36.94
2015,38.98
2016,44.32
2015,77.84
2016,89.07
2014,19.3
2015,24.43
2016,22.08
2013,13.69
2014,23.16
2015,22.23
2016,22.29
2013,40.59
2014,65.76
2015,63.35
2016,63.52
2013,1637.03
2014,1540.36
2015,1836.32
2016,1581.23
2013,5.21
2014,9.45
2015,9.55
2016,9.58
2013,2.17
2014,4.09
2015,3.93
2016,3.94
2016,67.92
2016,92.48
2016,88.35
2016,88.35
2016,115.6
2013,61.9
2014,77.19
2015,75.2
2016,75.41
2013,355.19
2014,343.7
2015,336.74
2016,335.64
2013,21.67
2014,36.1
2015,34.76
2016,34.86
2013,4.43
2014,7.41
2015,7.34
2016,7.84
2013,15.58
2014,12.15
2015,14.16
2016,10.35
2013,15.02
2014,12.15
2015,14.16
2016,10.35
2013,15.02
2014,11.48
2015,14.46
2016,10.35
2013,15.58
2014,12.15
2015,14.79
2016,10.35
2013,25.09
2014,40.47
2015,39
2016,39.1
2013,36.19
2014,58.56
2015,56.42
2016,56.58
2013,3.88
2014,5.21
2015,5.17
2016,4.93
2015,76.3
2016,69.63
2013,3.27
2014,5.68
2015,5.49
2016,5.5
2013,4.98
2014,5.6
2015,6.43
2016,7.54
2013,18.54
2014,22.77
2015,23.28
2016,21.2
2013,10.22
2014,13.75
2015,11.85
2016,13.31
2015,106.41
2016,99.28
2013,19.94
2014,24.31
2015,24.85
2016,22.69
2016,93.95
2016,110.47
2016,116.36
2013,42.34
2014,50.86
2015,49.14
2016,56.63
2013,2.73
2014,4.16
2015,3.92
2016,4.76
2013,5.81
2014,6.51
2015,6.86
2016,7.87
2013,1539.35
2014,1442.03
2015,1413.46
2016,1410.36
2013,354.6
2014,412.34
2015,385.87
2016,398.29
2013,437.33
2014,495.19
2015,475.26
2016,477.3
2015,89.2
2016,82.76
2013,50.46
2014,71.37
2015,69.64
2016,67.29
2013,74.79
2014,88.21
2015,96.78
2016,87.76
2013,11.66
2014,13.74
2015,14.37
2016,13.45
2016,114.04
2013,7.78
2014,13.14
2015,12.61
2016,12.64
2013,7.7
2014,12.79
2015,12.28
2016,12.32
2013,59.81
2014,91.9
2015,97.95
2016,88.64
2013,58.82
2014,46.3
2015,50.02
2016,59.52
2013,3.66
2014,6.37
2015,6.15
2016,6.17
2013,6.8
2014,13.1
2015,11.72
2016,12.99
2013,150.3
2014,136.77
2015,135.84
2016,136.51
2013,3.99
2014,4.73
2015,4.39
2016,4.66
2013,2.16
2014,4.27
2015,4.2
2016,5.49
2013,103.48
2014,120.17
2015,120.71
2016,118.82
2013,88.79
2014,125.43
2015,118.87
2016,116.8
2015,74.07
2016,87.38
2013,5.41
2014,6.57
2015,6.36
2016,6.13
2013,1.74
2014,3.2
2015,3.08
2016,3.09
2013,1107.27
2014,1075.19
2015,1031.58
2016,1009.29
2015,120.34
2016,111.65
2013,29.19
2014,32.08
2015,31.06
2016,27.4
2013,16.87
2014,21.06
2015,17.44
2016,21.14
2013,9.92
2014,19.14
2015,16.39
2016,16.27
2013,16.82
2014,23.51
2015,22.69
2016,21.25
2013,4.09
2014,5.5
2015,4.94
2016,5.39
2013,33.13
2014,44.87
2015,40.97
2016,42.57
2013,20.36
2014,25.49
2015,21.52
2016,25.59
2016,116.4
2013,434.25
2014,519.62
2015,509.28
2016,484.72
2013,1.67
2014,3.12
2015,3
2016,3.01
2015,107.52
2016,124.84
2013,35.35
2014,45.86
2015,39.65
2016,46.32
2016,114.26
2016,54.36
2016,117.04
2016,117.04
2013,176.59
2014,170.88
2015,158.79
2016,125.5
2013,5.68
2014,9.36
2015,8.96
2016,8.99
2013,2.23
2014,4.4
2015,4.32
2016,5.66
2013,6.11
2014,10.44
2015,10.33
2016,11.05
2013,56.83
2014,75.76
2015,71.52
2016,87.42
2013,17.37
2014,19.96
2015,19.04
2016,19.51
2013,5082.97
2014,4787.97
2015,4682.05
2016,4744.66
2015,115.39
2016,105.09
2015,95.17
2016,110.5
2013,121.78
2014,117.52
2015,112.68
2016,99.07
2013,65.07
2014,82.7
2015,78.25
2016,80.27
2013,47.33
2014,60.16
2015,56.92
2016,58.39
2013,81.75
2014,98.66
2015,94.34
2016,94.6
2013,249.75
2014,286.72
2015,277.05
2016,301.51
2013,14.77
2014,22.31
2015,21.73
2016,19.29
2013,3.52
2014,4.39
2015,3.78
2016,4.09
2013,65.4
2014,104.28
2015,103.85
2016,87.81
2013,12.52
2014,17.77
2015,20.95
2016,20.67
2013,4.99
2014,8.71
2015,8.42
2016,8.45
2013,4.71
2014,8.28
2015,8
2016,8.02
2013,105.52
2014,126.26
2015,128.71
2016,130.04
2013,2.04
2014,3.92
2015,3.77
2016,3.78
2013,5523.1
2014,5460.73
2015,5314.9
2016,5068.75
2013,3782.74
2014,4064.73
2015,3580.98
2016,3977.68
2013,2.08
2014,4.2
2015,4.03
2016,4.04
2013,376.83
2014,491.17
2015,428.99
2016,451
2015,126.81
2016,115.48
2016,117.04
2015,126.81
2016,115.48
2016,105.33
2015,31.28
2016,28.3
2013,1.74
2014,3.2
2015,3.08
2016,3.09
2013,33.22
2014,22.65
2015,29.38
2016,30
2013,201.53
2014,187.53
2015,186.94
2016,191.31
2013,88.57
2014,73.04
2015,82.38
2016,76.06
2013,101.27
2014,92.89
2015,99.48
2016,90.18
2013,12.58
2014,10.5
2015,10.04
2016,6.59
2013,15.92
2014,12.31
2015,17.13
2016,18.88
2013,2.73
2014,2.25
2015,2.52
2016,1.14
2013,8.37
2014,13.54
2015,13.35
2016,14.3
2013,10.03
2014,18.57
2015,15.84
2016,18.76
2013,3.99
2014,5.39
2015,4.84
2016,5.27
2013,2.12
2014,4.16
2015,3.99
2016,4
2016,77.66
2013,147.24
2014,142.1
2015,137.16
2016,134.84
2013,15.07
2014,18.15
2015,17.52
2016,16.83
2013,14.72
2014,14.65
2015,14.23
2016,14.02
2013,33.35
2014,22.43
2015,25.17
2016,26.89
2014,72.93
2015,80.47
2016,79.09
2013,57.92
2014,46.48
2015,49.17
2016,46.67
2013,49.61
2014,73.08
2015,67.44
2016,69.11
2015,122.63
2016,109.6
2015,115.77
2016,102.58
2015,103.6
2016,93.95
2015,105.11
2016,93.95
2015,120.87
2016,107.25
2013,2.22
2014,4.18
2015,4.03
2016,4.04
2013,30.11
2014,43.61
2015,41.67
2016,39.51
2013,1046.44
2014,998.33
2015,974.87
2016,970.9
2013,64.91
2014,88.86
2015,79.06
2016,80.34
2015,126.82
2016,115.49
2013,18.01
2014,21.71
2015,20.95
2016,20.09
2013,59.85
2014,74.79
2015,72.15
2016,76.46
2013,21.95
2014,21.95
2015,21.95
2016,22.09
2013,323.93
2014,502.87
2015,485.09
2016,486.42
2013,3.59
2014,4.61
2015,4.15
2016,4.3
2013,3393.08
2014,4791.3
2015,4609.31
2016,3143.86
2013,89.69
2014,81.79
2015,79.29
2016,80.38
2013,11.89
2014,16.9
2015,14.27
2016,16.7
2013,69.07
2014,102.03
2015,98.87
2016,99.47
2013,95.09
2014,116.14
2015,126.51
2016,127.6
2013,7.28
2014,9.5
2015,9.47
2016,9.8
2013,3.81
2014,5.38
2015,5.3
2016,4.81
2013,20.77
2014,31.93
2015,31.42
2016,31.09
2013,117.26
2014,143.2
2015,155.99
2016,157.34
2013,22.41
2014,36.79
2015,35.45
2016,35.55
2013,11.96
2014,16.26
2015,15.77
2016,16.19
2013,400.68
2014,466.12
2015,534.05
2016,463.75
2013,9.64
2014,10.19
2015,12.1
2016,10.23
2013,692.86
2014,822.24
2015,840.42
2016,852.01
2013,6.83
2014,11.75
2015,11.27
2016,11.3
2013,75.49
2014,87.62
2015,76.31
2016,94.84
2013,606.58
2014,697.11
2015,705.76
2016,696.44
2013,90.54
2014,120.48
2015,123.5
2016,115.71
2013,5113.99
2014,5044.1
2015,4750.95
2016,4763.97
2013,36.69
2014,50.07
2015,41.84
2016,42.17
2013,20.08
2014,24.8
2015,24
2016,24.97
2013,2.29
2014,4.52
2015,4.44
2016,5.82
2013,23.85
2014,48.4
2015,38.2
2016,38.31
2016,28.09
2013,2.44
2014,4.69
2015,4.51
2016,4.53
2013,103.89
2014,131.52
2015,131.55
2016,123.98
2013,83.11
2014,76.41
2015,80.65
2016,94.56
2013,817.99
2014,779.08
2015,784.39
2016,766.56
2013,15.33
2014,18.03
2015,17.74
2016,19.29
2013,9.25
2014,15.72
2015,15.08
2016,15.35
2013,2.29
2014,3.19
2015,3
2016,3.6
2013,30.94
2014,51.14
2015,46.56
2016,43.84
2013,3.74
2014,5.07
2015,4.79
2016,4.97
2013,71.01
2014,108.87
2015,105.26
2016,105.55
2013,3842.52
2014,5518.83
2015,5142.52
2016,4924.75
2013,1215.81
2014,1346.25
2015,1396.23
2016,1396.32
2013,6169.33
2014,5187.77
2015,6984.15
2016,5086.23
2013,6067.37
2014,5809.09
2015,5072.82
2016,5368.6
2013,660.91
2014,998.98
2015,917.28
2016,916.72
2013,13.01
2014,11.3
2015,11.99
2016,13.18
2013,97.58
2014,123.99
2015,119.29
2016,111.54
2013,355.24
2014,346.29
2015,319.13
2016,342.25
2014,121.94
2015,125.68
2016,99.6
2015,70.54
2016,83.22
2013,443.88
2014,528.55
2015,502.44
2016,516.22
2013,119.24
2014,155
2015,149.67
2016,146.91
2013,5.58
2014,7.82
2015,7.46
2016,7.62
2013,16.14
2014,18.47
2015,22.09
2016,22.15
2013,425.23
2014,536.74
2015,521.03
2016,512.19
2013,75.6
2014,79.88
2015,73.72
2016,79.64
2013,75.6
2014,79.88
2015,73.72
2016,79.64
2015,97.2
2016,112.85
2013,2187.26
2014,3398.76
2015,3277.49
2016,3286.47
2013,2.26
2014,4.43
2015,4.26
2016,4.27
2013,213.63
2014,213.63
2015,213.63
2016,213.43
2013,84
2014,97.93
2015,89.83
2016,98.88
2016,95.8
2013,484.21
2014,538.33
2015,575.32
2016,591.01
2014,70.1
2015,69.75
2016,54.38
2015,115.39
2016,105.09
2015,159.78
2016,145.51
2015,102.6
2016,115.02
2013,824.5
2014,824.71
2015,806.23
2016,888.28
2013,12.23
2014,15.15
2015,14.63
2016,14.36
2013,3.56
2014,4.22
2015,3.77
2016,4.42
2013,72.23
2014,90.15
2015,87.8
2016,88.04
2015,117.05
2016,109.21
2013,6318.07
2014,13271.41
2015,13738.16
2016,12692.9
2013,10.89
2014,14.38
2015,12.01
2016,13.45
2013,839.56
2014,752.11
2015,775.59
2016,789.51
2015,35.57
2016,42.75
2013,40.77
2014,52.72
2015,53.52
2016,55.6
2013,59.9
2014,81.94
2015,88.08
2016,91.83
2013,92.74
2014,119.87
2015,116.62
2016,113.28
2013,15.7
2014,25.51
2015,21.13
2016,21.67
2013,78.16
2014,97.59
2015,96.31
2016,91
2013,1101.86
2014,1371.8
2015,1355.94
2016,1742.33
2013,92.13
2014,108.02
2015,114.3
2016,125.73
2013,74.18
2014,114.94
2015,111.05
2016,111.35
2013,39.44
2014,58.09
2015,57.29
2016,52.57
2013,12.81
2014,16.21
2015,14.43
2016,15.71
2014,33088.81
2015,33119.47
2016,33210.21
2013,1463.46
2014,1647.74
2015,1974.38
2016,1606.24
2013,33.93
2014,54.9
2015,52.89
2016,53.04
2013,1427.2
2014,1855.62
2015,1775.47
2016,1752.2
2013,489.46
2014,623.35
2015,596.25
2016,595.97
2013,13.01
2014,17.57
2015,17.53
2016,17.62
2013,8997.59
2014,8913.96
2015,8845.49
2016,7582.64
2013,171.87
2014,200.05
2015,242.54
2016,208.29
2013,181.64
2014,205.97
2015,209.16
2016,209.77
2013,556.97
2014,559.6
2015,559.6
2016,558.38
2013,5859.3
2014,5566.69
2015,7679.57
2016,4737.92
2013,94.78
2014,98.71
2015,98.05
2016,107.25
2013,47.42
2014,54.36
2015,48.78
2016,53.33
2013,94.78
2014,98.71
2015,98.05
2016,107.25
2013,4.04
2014,7.05
2015,6.81
2016,6.83
2013,587.56
2014,743.51
2015,714.68
2016,711.4
2013,1538.07
2014,1522.61
2015,1456.44
2016,1616.96
2013,87.89
2014,124.05
2015,103.55
2016,122.18
2013,36.66
2014,43.77
2015,45.12
2016,45.35
2013,83.99
2014,101.97
2015,98.38
2016,86.22
2013,93.99
2014,125.58
2015,118.51
2016,124.16
2013,78.9
2014,120.97
2015,116.96
2016,117.28
2013,370.7
2014,479.32
2015,468.96
2016,455.71
2015,95.17
2016,110.5
2013,5.04
2014,6.36
2015,6.89
2016,7.02
2013,46.05
2014,66.7
2015,66.59
2016,62.89
2013,10.99
2014,15.37
2015,12.5
2016,12.78
2013,73.14
2014,87.92
2015,85.56
2016,86.09
2013,50.63
2014,74.12
2015,72.91
2016,75.68
2013,3.58
2014,4.72
2015,4.39
2016,4.37
2013,4.82
2014,6.06
2015,6.74
2016,7.18
2013,149.88
2014,190.37
2015,183.17
2016,171.28
2013,149.88
2014,190.37
2015,183.17
2016,171.28
2013,1.67
2014,3.12
2015,3
2016,3.01
2013,9.16
2014,15.57
2015,14.92
2016,14.96
2013,6.45
2014,11.1
2015,10.65
2016,10.68
2013,4852.54
2014,6079.57
2015,6180.66
2016,6141.57
2015,67.76
2016,61.31
2013,350.97
2014,430.07
2015,418.03
2016,439.38
2013,23.22
2014,27.38
2015,30.17
2016,31.06
2013,11.97
2014,15.54
2015,13.52
2016,13.61
2013,3.63
2014,6.31
2015,6.09
2016,6.11
2013,12.78
2014,17.01
2015,15.28
2016,17
2013,85.9
2014,112.97
2015,87.46
2016,107.85
2013,10.55
2014,8.32
2015,9.18
2016,6.97
2013,26.51
2014,38.23
2015,35.49
2016,33.22
2013,3.3
2014,3.92
2015,3.91
2016,3.79
2013,6.19
2014,9.16
2015,8.74
2016,9.2
2013,1.67
2014,3.13
2015,3.01
2016,3.02
2013,104.66
2014,121.74
2015,130.15
2016,126.53
2013,5.45
2014,6.58
2015,6.83
2016,7.43
2015,81
2016,94.04
2013,2.05
2014,3.95
2015,3.8
2016,3.81
2013,2.04
2014,3.92
2015,3.77
2016,3.78
2013,107.83
2014,141.11
2015,123.17
2016,129.63
2013,74.79
2014,88.21
2015,96.78
2016,87.76
2013,3.29
2014,4.54
2015,4.48
2016,4.06
2013,4.04
2014,7.05
2015,6.81
2016,6.83
2013,99.62
2014,126.19
2015,122.22
2016,122.07
2013,5.4
2014,6.71
2015,7.31
2016,7.22
2013,12.09
2014,20.5
2015,19.68
2016,20.03
2013,5555.74
2014,5336.79
2015,5124.5
2016,4936.08
2013,8.36
2014,13.09
2015,9.76
2016,11.45
2013,4519.23
2014,4373.37
2015,4067.48
2016,3331.65
2013,8.68
2014,11.91
2015,11.77
2016,11.98
2013,61.34
2014,94.48
2015,79.08
2016,81.68
2013,7.58
2014,9.31
2015,9.59
2016,9.63
2015,89.2
2016,82.76
2013,114.26
2014,103.13
2015,103.53
2016,111.99
2013,5136.28
2014,3678.76
2015,4166.94
2016,4377.23
2013,3.33
2014,7.07
2015,6.79
2016,4.59
2013,7.18
2014,11.24
2015,11.44
2016,11.72
2013,15.6
2014,18.07
2015,16.36
2016,18.25
2013,61.95
2014,72.25
2015,82.77
2016,75.11
2013,18.19
2014,43.29
2015,40.28
2016,41.45
2013,13.01
2014,11.3
2015,11.99
2016,13.18
2013,109.82
2014,105.59
2015,94.48
2016,82.2
2013,109.82
2014,105.59
2015,94.48
2016,82.2
2013,109.82
2014,105.59
2015,94.48
2016,82.2
2013,109.82
2014,105.59
2015,94.48
2016,82.2
2013,677.53
2014,853.52
2015,833.71
2016,802.07
2015,98.02
2016,90.82
2013,32.53
2014,43.63
2015,40.41
2016,41.39
2013,1.74
2014,3.2
2015,3.08
2016,3.09
2013,40.19
2014,67.3
2015,68.9
2016,68.94
2013,2015.07
2014,2228.29
2015,1636.47
2016,1873.27
2013,5295.42
2014,5663.79
2015,5136.9
2016,4874.52
2013,4.71
2014,5.94
2015,5.89
2016,5.7
2016,120.98
2013,3.76
2014,6.53
2015,6.31
2016,6.33
2013,849.99
2014,739.21
2015,745.59
2016,797.23
2013,9.17
2014,12.79
2015,12.24
2016,12.42
2013,81.81
2014,110.38
2015,103
2016,97.23
2013,15.58
2014,12.15
2015,14.79
2016,10.35
2014,83.46
2015,83.03
2016,64.74
2013,3.33
2014,4.54
2015,4.58
2016,4.41
2013,20.67
2014,34.44
2015,33.16
2016,33.26
2013,4.2
2014,7.21
2015,6.97
2016,6.99
2015,285.65
2016,271.95
2013,60.48
2014,58.39
2015,48.57
2016,40.95
2013,29.52
2014,22.12
2015,28.74
2016,26.5
2016,88.35
2016,92.48
2013,4.31
2014,5.59
2015,5.06
2016,5.81
2013,1342.11
2014,1517.03
2015,1585.89
2016,1560.55
2013,4.13
2014,7.06
2015,6.82
2016,6.84
2015,129.13
2016,117.6
2015,109.26
2016,99.5
2013,22.28
2014,28.59
2015,26
2016,27.99
2013,11.48
2014,15.58
2015,15.49
2016,15.52
2013,44.56
2014,64
2015,65.41
2016,58.53
2013,248.21
2014,325.04
2015,303.46
2016,301.49
2013,26.83
2014,30.42
2015,28.42
2016,31.67
2013,15.45
2014,22.29
2015,21.02
2016,20.78
2013,452.66
2014,543.82
2015,537.35
2016,509.63
2013,95.64
2014,102.16
2015,106.63
2016,107.06
2013,4.79
2014,9.99
2015,9.68
2016,9.16
2016,136.03
2015,121.73
2016,110.86
2016,113.76
2015,121.73
2016,110.86
2015,121.73
2016,110.86
2015,126.81
2016,115.48
2015,121.73
2016,110.86
2015,102.06
2016,118.5
2013,113.8
2014,138.53
2015,133.14
2016,127.25
2013,49.95
2014,85.31
2015,69.04
2016,70.64
2015,126.82
2016,115.49
2013,73.75
2014,109.9
2015,95.56
2016,97.42
2016,138.33
2013,862.81
2014,1378.51
2015,1326.89
2016,1330.52
2013,21.67
2014,36.1
2015,34.76
2016,34.86
2013,3.37
2014,4.52
2015,4.58
2016,4.59
2015,97.2
2016,108.96
2013,71.86
2014,96.81
2015,86.94
2016,87.2
2015,6.05
2016,6.61
2013,1517.7
2014,1320.46
2015,1423.57
2016,1433.91
2013,13.39
2014,17.59
2015,15.59
2016,16.88
2013,102.8
2014,112.49
2015,123.04
2016,115.61
2013,55.82
2014,69.62
2015,63.67
2016,59.13
2013,559.6
2014,559.6
2015,559.6
2016,558.38
2013,1709.24
2014,1867.34
2015,1973.5
2016,1917.43
2013,9.76
2014,11.63
2015,12.02
2016,12.57
2013,74.71
2014,105.72
2015,98.56
2016,98.85
2013,97.93
2014,88.39
2015,91.14
2016,95.99
2013,5.68
2014,10.13
2015,9.79
2016,9.81
2013,86.68
2014,112.81
2015,108.85
2016,105.75
2013,2.04
2014,3.92
2015,3.77
2016,3.78
2013,64.32
2014,104.34
2015,96.59
2016,90.48
2013,97.79
2014,78.77
2015,81.47
2016,90.47
2014,74.06
2015,85.94
2016,89.86
2013,201.71
2014,186.66
2015,244.58
2016,197.66
2013,36.19
2014,58.56
2015,56.42
2016,56.58
2013,6.97
2014,8.85
2015,7.8
2016,8.27
2013,20.8
2014,28.01
2015,29.26
2016,30.21
2013,3.87
2014,6.77
2015,6.54
2016,6.56
2013,80.02
2014,104.31
2015,94.58
2016,97.02
2013,1.95
2014,3.76
2015,3.62
2016,3.63
2013,72.49
2014,91.57
2015,79.02
2016,78.99
2015,86.4
2016,100.31
2013,60.35
2014,92.73
2015,98.83
2016,89.44
2013,3.77
2014,6.53
2015,6.31
2016,6.33
2013,90.62
2014,98.67
2015,107.85
2016,102.59
2013,54.91
2014,71.49
2015,60.65
2016,72.11
2013,99.68
2014,126.66
2015,121.86
2016,113.94
2013,13.6
2014,14.89
2015,14.41
2016,17.34
2013,65.62
2014,100.54
2015,97.2
2016,97.47
2013,313.53
2014,319.88
2015,316.08
2016,310.94
2013,247.25
2014,341.84
2015,326.25
2016,328.09
2013,109.27
2014,132.08
2015,130.2
2016,136.86
2013,94.57
2014,122.17
2015,117.69
2016,112.55
2013,55.74
2014,86.03
2015,83.14
2016,83.37
2013,11.21
2014,16.65
2015,15.03
2016,15.65
2013,3.52
2014,4.97
2015,5.48
2016,5.46
2013,22.39
2014,36.82
2015,35.49
2016,35.58
2013,57.88
2014,77.87
2015,68.65
2016,66.16
2013,83.5
2014,83.13
2015,74.58
2016,53.65
2013,83.5
2014,83.13
2015,74.58
2016,53.65
2013,239.47
2014,186.53
2015,187.52
2016,231.33
2013,131.7
2014,94.03
2015,136.6
2016,158.56
2013,88.51
2014,74.64
2015,86.42
2016,78.61
2013,131.7
2014,100.58
2015,136.6
2016,159.75
2013,25.55
2014,21.05
2015,23.97
2016,26.84
2013,8.19
2014,6.22
2015,10.11
2016,9.61
2013,129.59
2014,100.58
2015,142.56
2016,159.75
2015,96.98
2016,111.49
2015,74.6
2016,86.26
2013,15.07
2014,18.15
2015,17.52
2016,16.83
2013,666.63
2014,921.24
2015,805.14
2016,856.79
2013,512.14
2014,652.64
2015,627.33
2016,620.83
2013,255.89
2014,346.34
2015,330.92
2016,321.25
2013,12.18
2014,12.99
2015,12.51
2016,12.89
2013,4.01
2014,5.72
2015,5.68
2016,5.69
2013,100.16
2014,126.47
2015,126.11
2016,130.14
2016,121.61
2013,1.88
2014,3.84
2015,3.78
2016,3.79
2013,777.17
2014,696.03
2015,670.2
2016,645.04
2013,1769
2014,1539.8
2015,1476.24
2016,1431.18
2013,3165.97
2014,2755.05
2015,2641.1
2016,2560.31
2013,9246.05
2014,8881.67
2015,8528.37
2016,8214.79
2013,3.05
2014,3.42
2015,3.14
2016,3.91
2013,58.32
2014,83.12
2015,77.28
2016,80.25
2014,111.27
2015,120.86
2016,105.94
2013,14.37
2014,21.8
2015,20.93
2016,22.39
2015,89.2
2016,82.76
2013,384.22
2014,647.55
2015,610.14
2016,653.23
2013,49.91
2014,80.18
2015,65.07
2016,67.17
2016,121.61
2014,117.99
2015,114.09
2016,96.85
2014,70.88
2015,68.04
2016,56.87
2013,56.65
2014,44.63
2015,51.28
2016,51.25
2013,35.09
2014,57.6
2015,55.46
2016,55.61
2013,23.63
2014,31.82
2015,33.24
2016,34.32
2013,2.56
2014,3.25
2015,3.41
2016,4.37
2013,2042.12
2014,1954.69
2015,1922.01
2016,1978.61
2013,11.73
2014,19.85
2015,19.05
2016,19.1
2013,260.27
2014,398.99
2015,385.47
2016,386.53
2013,107.04
2014,131.27
2015,123.02
2016,119.64
